"tutor","country","availability","tutor_category","school_level","school_year","school_type","course_name"
"4270507622","nl","true","2","Vwo","5","Middelbare school","Engels"
"4270507622","nl","true","2","Havo","3","Middelbare school","Engels"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Engels"
"4270507622","nl","true","2","Groep 1 t/m 8",,"Basisschool","Engels"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Engels"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Engels"
"4270507622","nl","true","2","Vwo","6","Middelbare school","Engels"
"4270507622","nl","true","2","Havo","4","Middelbare school","Engels"
"4270507622","nl","true","2","Vwo","4","Middelbare school","Engels"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Engels"
"4270507622","nl","true","2","Havo","2","Middelbare school","Engels"
"4270507622","nl","true","2","Havo","1","Middelbare school","Engels"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Engels"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Engels"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Engels"
"4270507622","nl","true","2","Havo","1","Middelbare school","Frans"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Frans"
"4270507622","nl","true","2","Havo","3","Middelbare school","Frans"
"4270507622","nl","true","2","Havo","2","Middelbare school","Frans"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Frans"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Frans"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Frans"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Frans"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Frans"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Frans"
"4270507622","nl","true","2","Groep 1 t/m 8",,"Basisschool","Geschiedenis"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Havo","1","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Havo","2","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Havo","3","Middelbare school","Huiswerkbegeleiding"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Nask"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Nask"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Nask"
"4270507622","nl","true","2","Havo","2","Middelbare school","Nask"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Nask"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Nask"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Nask"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Nask"
"4270507622","nl","true","2","Havo","1","Middelbare school","Nask"
"4270507622","nl","true","2","Havo","3","Middelbare school","Nask"
"4270507622","nl","true","2","Havo","1","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Havo","2","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Havo","4","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vwo","4","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vwo","5","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Havo","3","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Natuurkunde"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Nederlands"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Nederlands"
"4270507622","nl","true","2","Havo","4","Middelbare school","Nederlands"
"4270507622","nl","true","2","Vwo","5","Middelbare school","Nederlands"
"4270507622","nl","true","2","Havo","3","Middelbare school","Nederlands"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Nederlands"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Nederlands"
"4270507622","nl","true","2","Havo","5","Middelbare school","Nederlands"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Nederlands"
"4270507622","nl","true","2","Vwo","4","Middelbare school","Nederlands"
"4270507622","nl","true","2","Havo","2","Middelbare school","Nederlands"
"4270507622","nl","true","2","Havo","1","Middelbare school","Nederlands"
"4270507622","nl","true","2","Vwo","6","Middelbare school","Nederlands"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Nederlands"
"4270507622","nl","true","2","Groep 1 t/m 8",,"Basisschool","Nederlands"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Nederlands"
"4270507622","nl","true","2","Havo","4","Middelbare school","Rekenen"
"4270507622","nl","true","2","Havo","1","Middelbare school","Rekenen"
"4270507622","nl","true","2","Havo","2","Middelbare school","Rekenen"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Rekenen"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Rekenen"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Rekenen"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Rekenen"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Rekenen"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Rekenen"
"4270507622","nl","true","2","Vwo","4","Middelbare school","Rekenen"
"4270507622","nl","true","2","Groep 1 t/m 8",,"Basisschool","Rekenen"
"4270507622","nl","true","2","Vwo","6","Middelbare school","Rekenen"
"4270507622","nl","true","2","Havo","5","Middelbare school","Rekenen"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Rekenen"
"4270507622","nl","true","2","Havo","3","Middelbare school","Rekenen"
"4270507622","nl","true","2","Vwo","5","Middelbare school","Rekenen"
"4270507622","nl","true","2","Havo","2","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vwo","6","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Havo","5","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vwo","5","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Havo","4","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Havo","3","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Havo","1","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vwo","4","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Scheikunde"
"4270507622","nl","true","2","Havo","4","Middelbare school","Wiskunde B"
"4270507622","nl","true","2","Vwo","5","Middelbare school","Wiskunde B"
"4270507622","nl","true","2","Vwo","4","Middelbare school","Wiskunde B"
"4270507622","nl","true","2","Havo","3","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Havo","1","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Vmbo","3","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Vmbo","1","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Vmbo","2","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Vmbo","4","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Havo","2","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Vwo","3","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Vwo","2","Middelbare school","Wiskunde onderbouw"
"4270507622","nl","true","2","Vwo","1","Middelbare school","Wiskunde onderbouw"
"4271028658","de","true","2","Gymnasium","8","Weiterführende Schule","Französisch"
"4271028658","de","true","2","Gymnasium","9","Weiterführende Schule","Französisch"
"4271028658","de","true","2","Realschule","6","Weiterführende Schule","Französisch"
"4271028658","de","true","2","Realschule","9","Weiterführende Schule","Französisch"
"4271028658","de","true","2","Gymnasium","7","Weiterführende Schule","Französisch"
"4271028658","de","true","2","Realschule","5","Weiterführende Schule","Französisch"
"4271028658","de","true","2","Realschule","7","Weiterführende Schule","Französisch"
"4271028658","de","true","2","Gymnasium","5","Weiterführende Schule","Französisch"
"4271028658","de","true","2","Realschule","8","Weiterführende Schule","Französisch"
"4271028658","de","true","2","Gymnasium","6","Weiterführende Schule","Französisch"
"4271993029","nl","true","2","Vwo","4","Middelbare school","Duits"
"4271993029","nl","true","2","Vwo","2","Middelbare school","Duits"
"4271993029","nl","true","2","Vwo","3","Middelbare school","Duits"
"4271993029","nl","true","2","Vwo","5","Middelbare school","Duits"
"4271993029","nl","true","2","Havo","2","Middelbare school","Duits"
"4271993029","nl","true","2","Havo","1","Middelbare school","Duits"
"4271993029","nl","true","2","Vmbo","1","Middelbare school","Duits"
"4271993029","nl","true","2","Havo","3","Middelbare school","Duits"
"4271993029","nl","true","2","Vmbo","2","Middelbare school","Duits"
"4271993029","nl","true","2","Vmbo","4","Middelbare school","Duits"
"4271993029","nl","true","2","Vmbo","3","Middelbare school","Duits"
"4271993029","nl","true","2","Vwo","1","Middelbare school","Duits"
"4271993029","nl","true","2","Vwo","6","Middelbare school","Duits"
"4271993029","nl","true","2","Havo","4","Middelbare school","Duits"
"4271993029","nl","true","2","Havo","5","Middelbare school","Duits"
"4271993029","nl","true","2","Havo","5","Middelbare school","Engels"
"4271993029","nl","true","2","Havo","4","Middelbare school","Engels"
"4271993029","nl","true","2","Vmbo","3","Middelbare school","Engels"
"4271993029","nl","true","2","Havo","1","Middelbare school","Engels"
"4271993029","nl","true","2","Vwo","1","Middelbare school","Engels"
"4271993029","nl","true","2","Havo","2","Middelbare school","Engels"
"4271993029","nl","true","2","Vmbo","1","Middelbare school","Engels"
"4271993029","nl","true","2","Havo","3","Middelbare school","Engels"
"4271993029","nl","true","2","Vwo","6","Middelbare school","Engels"
"4271993029","nl","true","2","Vmbo","2","Middelbare school","Engels"
"4271993029","nl","true","2","Vwo","5","Middelbare school","Engels"
"4271993029","nl","true","2","Vwo","2","Middelbare school","Engels"
"4271993029","nl","true","2","Vwo","4","Middelbare school","Engels"
"4271993029","nl","true","2","Vmbo","4","Middelbare school","Engels"
"4271993029","nl","true","2","Vwo","3","Middelbare school","Engels"
"4271993029","nl","true","2","Vmbo","1","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Vwo","6","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Vmbo","2","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Vwo","5","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Havo","3","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Havo","1","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Vwo","3","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Vwo","2","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Vwo","1","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Havo","2","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Vwo","4","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Vmbo","4","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Vmbo","3","Middelbare school","Geschiedenis"
"4271993029","nl","true","2","Groep 1 t/m 8",,"Basisschool","Huiswerkbegeleiding"
"4272333240","nl","true","2","Groep 1 t/m 8",,"Basisschool","Engels"
"4272333240","nl","true","2","Havo","2","Middelbare school","Engels"
"4272333240","nl","true","2","Vmbo","3","Middelbare school","Engels"
"4272333240","nl","true","2","Vmbo","4","Middelbare school","Engels"
"4272333240","nl","true","2","Vwo","2","Middelbare school","Engels"
"4272333240","nl","true","2","Havo","1","Middelbare school","Engels"
"4272333240","nl","true","2","Vmbo","1","Middelbare school","Engels"
"4272333240","nl","true","2","Vmbo","2","Middelbare school","Engels"
"4272333240","nl","true","2","Vwo","1","Middelbare school","Engels"
"4272877706","nl","true","2","Havo","2","Middelbare school","Engels"
"4272877706","nl","true","2","Vwo","5","Middelbare school","Engels"
"4272877706","nl","true","2","Vmbo","4","Middelbare school","Engels"
"4272877706","nl","true","2","Vwo","1","Middelbare school","Engels"
"4272877706","nl","true","2","Vmbo","2","Middelbare school","Engels"
"4272877706","nl","true","2","Vmbo","1","Middelbare school","Engels"
"4272877706","nl","true","2","Havo","3","Middelbare school","Engels"
"4272877706","nl","true","2","Havo","1","Middelbare school","Engels"
"4272877706","nl","true","2","Havo","4","Middelbare school","Engels"
"4272877706","nl","true","2","Vmbo","3","Middelbare school","Engels"
"4272877706","nl","true","2","Vwo","3","Middelbare school","Engels"
"4272877706","nl","true","2","Havo","5","Middelbare school","Engels"
"4272877706","nl","true","2","Vwo","6","Middelbare school","Engels"
"4272877706","nl","true","2","Vwo","2","Middelbare school","Engels"
"4272877706","nl","true","2","Groep 1 t/m 8",,"Basisschool","Engels"
"4272877706","nl","true","2","Vwo","4","Middelbare school","Engels"
"4272877706","nl","true","2","Vmbo","1","Middelbare school","Frans"
"4272877706","nl","true","2","Havo","4","Middelbare school","Frans"
"4272877706","nl","true","2","Vwo","1","Middelbare school","Frans"
"4272877706","nl","true","2","Vmbo","2","Middelbare school","Frans"
"4272877706","nl","true","2","Havo","1","Middelbare school","Frans"
"4272877706","nl","true","2","Havo","3","Middelbare school","Frans"
"4272877706","nl","true","2","Vwo","3","Middelbare school","Frans"
"4272877706","nl","true","2","Vmbo","3","Middelbare school","Frans"
"4272877706","nl","true","2","Havo","2","Middelbare school","Frans"
"4272877706","nl","true","2","Vmbo","4","Middelbare school","Frans"
"4272877706","nl","true","2","Vwo","2","Middelbare school","Frans"
"4272877706","nl","true","2","Vwo","4","Middelbare school","Frans"
"4272877706","nl","true","2","Vwo","2","Middelbare school","Grieks"
"4272877706","nl","true","2","Vwo","3","Middelbare school","Grieks"
"4272877706","nl","true","2","Vwo","1","Middelbare school","Grieks"
"4272877706","nl","true","2","Vwo","2","Middelbare school","Nask"
"4272877706","nl","true","2","Vwo","1","Middelbare school","Nask"
"4272877706","nl","true","2","Vmbo","1","Middelbare school","Nask"
"4272877706","nl","true","2","Vmbo","3","Middelbare school","Nask"
"4272877706","nl","true","2","Vmbo","2","Middelbare school","Nask"
